earn,white,educ,exper,lnearn,age,fed,med,kww,iq
127.06635,0,12,18,4.8447094,36,5,7,35,67
222.45155,0,11,17,5.4047093,34,8,8,26,69
574.88763,1,12,10,6.3541746,28,11,12,42,98
398.10236,0,9,23,5.9867091,38,4,7,23,92
800.19275,1,14,13,6.6848526,33,10,9,44,109
272.73276,1,18,6,5.6084924,30,12,12,39,100
230.095,1,12,12,5.4384923,30,12,11,25,101
634.91565,1,16,10,6.4534922,32,9,12,40,111
538.45782,1,16,15,6.2887092,37,14,8,38,106
700.27368,1,12,19,6.5514712,37,10,12,37,102
429.96735,1,14,10,6.0637093,30,10,12,28,115
599.95398,1,12,10,6.396853,28,8,10,37,99
509.66187,1,16,14,6.2337475,36,10,11,48,118
480.66125,1,13,14,6.1751628,33,16,13,37,132
250.06213,1,13,11,5.5217094,30,16,12,26,108
400.04047,1,12,15,5.9915657,33,10,14,40,98
432.98767,1,13,17,6.0707092,36,11,8,44,111
277.19165,1,11,21,5.6247091,38,8,8,36,79
399.8793,1,12,13,5.9911628,31,11,12,29,97
307.61615,1,15,17,5.7288527,38,14,12,49,99
365.29642,1,16,9,5.9007092,31,0,12,33,101
406.45413,1,17,13,6.0074711,36,18,12,45,120
300.07428,1,12,11,5.70403,29,8,8,33,97
439.73096,1,12,18,6.086163,36,12,8,34,106
324.9624,1,16,8,5.7837095,30,12,12,44,131
400.0979,1,11,17,5.9917092,34,8,12,32,93
269.25266,1,12,14,5.5956502,32,8,8,23,79
454.94556,1,12,13,6.1201777,31,0,11,38,100
461.67117,1,16,11,6.1348529,33,8,9,30,107
615.66901,1,12,14,6.4227095,32,10,0,42,112
288.50403,1,12,12,5.6647091,30,10,12,22,105
325.93869,1,12,13,5.7867093,31,10,12,25,114
480.03366,1,12,20,6.1738563,38,0,8,36,116
439.97131,1,12,19,6.0867095,37,13,11,41,104
423.1427,1,12,17,6.0477095,35,12,9,48,85
384.7944,1,12,12,5.9527092,30,12,9,46,93
216.55681,1,12,19,5.3778529,37,7,8,40,100
376.04523,1,11,12,5.9297094,29,0,0,20,71
538.29993,1,16,10,6.2884159,32,12,12,36,88
650.15918,1,12,11,6.4772172,29,8,12,32,93
200.07841,1,13,13,5.2987094,32,8,12,26,98
400.1553,1,14,8,5.9918528,28,10,12,35,110
306.34427,1,12,17,5.7247095,35,6,0,31,109
322.47644,1,14,13,5.7760301,33,12,11,38,94
220.01796,1,12,19,5.3937092,37,8,8,36,77
413.25864,1,11,17,6.0240736,34,0,0,35,89
289.08173,1,12,12,5.6667094,30,6,12,44,102
415.59421,1,14,14,6.0297093,34,14,16,49,113
109.96508,1,10,16,4.7001629,32,5,12,38,103
159.92572,0,10,16,5.0747094,32,0,8,36,90
229.91492,1,11,18,5.4377093,35,7,12,31,96
339.91962,1,11,20,5.8287091,37,6,12,35,97
254.13173,0,12,14,5.5378528,32,0,10,35,87
522.95343,1,12,19,6.2594924,37,0,15,39,89
515.44464,0,13,11,6.2450299,30,0,8,28,70
508.11566,1,16,9,6.2307091,31,17,16,34,104
157.5105,1,16,11,5.0594921,33,12,11,36,116
385.17938,0,14,8,5.9537091,28,0,7,32,85
658.18921,1,15,16,6.4894924,37,12,12,47,104
320.76523,0,12,11,5.7707095,29,12,9,26,99
288.73016,0,12,12,5.6654925,30,6,6,18,93
300.27826,1,13,9,5.7047095,28,10,12,37,114
195.13844,1,17,8,5.2737093,31,16,12,40,103
559.87256,1,12,18,6.3277092,36,2,6,34,92
423.0509,1,18,7,6.0474925,31,12,8,41,98
346.43985,1,13,18,5.8477092,37,0,12,48,114
270.07755,0,12,20,5.5987091,38,6,12,42,77
150.01109,0,14,10,5.0107093,30,0,13,24,89
130.02272,0,14,13,4.8677092,33,0,16,44,93
138.47771,1,12,20,4.9307094,38,5,12,37,110
576.92334,1,17,10,6.3577094,33,12,8,39,132
274.41739,1,16,10,5.6146502,32,2,8,37,112
308.02524,1,12,18,5.7301817,36,12,12,42,99
417.80692,0,16,10,6.0350194,32,0,10,26,96
307.81293,1,13,19,5.7294922,38,14,12,45,106
528.85248,1,16,11,6.2707095,33,0,18,43,128
653.73981,1,12,20,6.4827094,38,3,0,48,95
166.61893,1,12,12,5.1157093,30,7,8,30,80
212.40448,1,11,15,5.3584924,32,6,6,24,71
333.23657,0,12,16,5.8088527,34,0,9,28,89
923.49292,1,18,8,6.8281631,32,16,12,45,127
415.59421,1,16,9,6.0297093,31,8,8,43,114
500.0506,1,13,11,6.2147093,30,0,7,30,102
303.90317,1,12,13,5.7167091,31,7,12,34,88
484.68506,1,12,11,6.1834993,29,7,12,32,88
961.19238,1,15,16,6.8681746,37,12,14,45,110
576.92334,0,13,10,6.3577094,29,9,7,40,110
346.0936,1,16,8,5.8467093,30,12,8,39,130
352.4303,1,12,18,5.8648529,36,0,0,44,100
400.0979,1,12,17,5.9917092,35,0,12,36,101
375.0351,1,10,16,5.9270196,32,0,9,36,89
307.8797,1,12,17,5.7297091,35,12,12,25,80
400.0979,1,12,16,5.9917092,34,12,12,20,72
730.81689,1,18,12,6.5941629,36,12,12,56,115
672.97571,1,16,15,6.5117092,37,17,12,48,115
317.39999,0,16,9,5.7601628,31,8,8,47,108
273.88535,1,12,20,5.6127095,38,3,8,27,93
230.83647,0,16,7,5.4417095,29,18,18,37,111
416.00998,0,12,20,6.0307093,38,12,11,38,101
500.0506,1,16,10,6.2147093,32,10,12,42,92
240.01683,1,13,9,5.4807091,28,0,5,40,115
192.04112,0,12,17,5.2577095,35,10,11,29,76
400.0979,1,11,12,5.9917092,29,12,12,26,93
474.39044,1,12,18,6.1620307,36,8,8,39,91
214.9687,1,10,18,5.3704925,34,9,9,35,90
176.03963,0,12,12,5.1707091,30,4,9,23,84
194.16518,0,12,12,5.2687092,30,0,0,43,120
281.94424,0,9,21,5.6417093,36,0,0,32,89
619.99377,1,12,16,6.4297094,34,10,9,47,104
384.02563,0,12,11,5.9507093,29,9,6,23,107
400.0979,1,12,14,5.9917092,32,12,12,42,100
250.06213,1,18,12,5.5217094,36,15,15,40,129
538.45782,1,16,13,6.2887092,35,16,12,39,112
384.40985,0,12,13,5.9517093,31,8,0,17,76
191.65735,1,12,20,5.2557092,38,0,0,45,97
600.5542,1,11,19,6.3978529,36,2,11,38,98
605.76508,1,16,9,6.4064922,31,0,0,34,60
392.75183,1,18,8,5.9731779,32,7,12,45,132
244.32327,0,14,18,5.4984922,38,0,6,31,90
179.95547,0,11,14,5.1927094,31,0,7,26,63
278.70761,1,14,12,5.6301632,32,16,13,36,110
328.38089,1,11,17,5.7941742,34,0,0,38,88
328.38324,1,11,18,5.7941813,35,6,0,41,98
253.95645,0,12,11,5.5371628,29,3,8,24,61
281.94424,0,12,19,5.6417093,37,0,0,32,76
626.22467,1,12,11,6.4397092,29,0,11,44,127
653.73981,1,13,17,6.4827094,36,8,8,39,94
576.79822,1,16,10,6.3574924,32,16,16,48,97
222.22923,0,16,9,5.4037094,31,12,12,44,127
479.96317,1,15,12,6.1737094,33,12,11,42,109
384.71094,1,12,13,5.9524922,31,3,3,21,89
421.03223,1,12,19,6.0427094,37,11,11,33,90
480.11746,1,12,10,6.1740308,28,7,12,39,105
494.80466,1,12,16,6.2041631,34,0,8,27,100
720.89429,1,16,9,6.5804925,31,12,16,40,111
254.13173,1,17,8,5.5378528,31,13,16,44,125
899.80182,1,16,7,6.8021746,29,10,12,20,124
841.21967,1,14,12,6.7348528,32,12,12,41,107
299.978,1,13,16,5.7037091,35,16,12,45,110
337.21112,1,14,9,5.8207092,29,16,16,32,102
163.48303,1,12,20,5.0967093,38,0,0,26,93
401.70157,1,12,16,5.9957094,34,0,12,36,81
260.00723,1,12,12,5.5607095,30,10,12,36,99
323.34161,0,12,19,5.7787094,37,0,0,26,93
961.49768,1,13,11,6.8684921,30,12,12,35,102
365.41403,1,12,20,5.901031,38,5,12,44,95
307.57199,1,16,13,5.7287092,35,8,11,37,98
138.06287,0,12,13,4.9277091,31,0,0,28,84
198.08755,1,12,13,5.2887092,31,7,0,30,88
375.18372,1,16,9,5.9274158,31,0,4,41,109
1499.9308,1,12,20,7.3131742,38,5,8,41,82
493.97861,1,14,12,6.2024922,32,0,12,22,105
484.78677,1,12,20,6.1837091,38,8,12,36,95
230.83647,0,15,7,5.4417095,28,7,10,33,92
230.06627,0,15,9,5.4383674,30,6,7,26,74
599.86786,1,16,10,6.3967094,32,14,12,43,123
466.77921,1,12,12,6.1458564,30,12,12,24,86
183.95833,1,11,19,5.2147093,36,0,0,22,92
377.93002,1,12,20,5.9347091,38,0,8,41,87
865.38501,1,16,9,6.7631745,31,10,12,39,117
599.73773,1,16,16,6.3964925,38,4,12,50,112
554.87756,1,15,12,6.3187475,33,18,12,41,119
599.73773,1,16,12,6.3964925,34,0,0,30,103
279.97754,0,12,18,5.6347094,36,0,9,29,74
350.14551,1,13,13,5.8583488,32,9,6,33,81
864.98236,1,18,8,6.7627091,32,10,10,48,124
326.81754,1,12,18,5.789402,36,8,7,38,89
159.92572,0,12,14,5.0747094,32,6,7,34,88
406.14453,0,12,14,6.0067091,32,5,9,31,67
749.96753,1,16,7,6.6200299,29,16,12,41,106
251.81871,1,15,11,5.5287094,32,5,11,30,103
177.8089,1,12,14,5.1807094,32,8,6,40,91
277.13348,1,16,9,5.6244993,31,12,12,34,101
311.59656,0,12,19,5.7417092,37,0,12,30,85
150.76305,1,12,18,5.0157094,36,12,12,32,83
246.41559,0,12,17,5.5070195,35,0,8,34,70
673.28894,1,17,9,6.5121746,32,11,12,54,102
226.52448,1,12,12,5.422853,30,7,7,34,94
554.30188,1,10,21,6.3177094,37,8,12,38,97
615.66901,1,17,8,6.4227095,31,16,12,38,115
461.60492,1,16,13,6.1347094,35,18,17,38,117
480.99304,1,14,17,6.1758528,37,4,8,45,105
397.08994,1,16,16,5.9841628,38,0,8,36,113
192.04112,1,12,19,5.2577095,37,11,10,37,83
403.77289,1,18,14,6.0008526,38,12,17,44,101
576.92334,1,13,17,6.3577094,36,12,12,36,113
545.58179,1,13,18,6.3018527,37,0,12,31,88
140.0094,0,12,15,4.9417095,33,0,12,41,93
200.07841,0,12,18,5.2987094,36,0,7,39,83
461.50476,1,16,8,6.1344924,30,14,16,27,113
230.83647,0,17,10,5.4417095,33,16,13,43,106
799.65033,1,15,9,6.6841745,30,12,12,38,106
503.28812,1,12,19,6.2211628,37,0,10,36,114
442.17651,1,16,8,6.0917091,30,10,11,32,119
363.83826,0,14,10,5.8967094,30,3,9,26,82
400.0979,1,12,20,5.9917092,38,4,1,40,89
463.91876,0,12,15,6.1397095,33,4,3,18,74
340.4234,0,12,11,5.8301902,29,4,3,22,77
285.06281,0,12,18,5.6527095,36,0,0,25,75
371.55963,1,13,11,5.9177094,30,12,12,28,97
199.90715,0,12,13,5.297853,31,2,6,35,68
496.56247,1,13,14,6.2077093,33,12,12,51,83
426.11508,1,12,18,6.0547094,36,0,12,40,97
181.36153,1,12,12,5.2004924,30,12,12,37,98
423.0509,0,13,11,6.0474925,30,0,0,30,102
324.9624,0,10,18,5.7837095,34,3,8,20,81
139.98877,0,10,19,4.9415622,35,10,6,27,85
229.91492,0,10,17,5.4377093,33,0,0,20,86
179.95547,0,10,20,5.1927094,36,12,12,23,79
266.94162,1,12,13,5.5870299,31,6,8,24,84
167.40503,1,12,12,5.1204162,30,6,8,24,74
250.06213,0,16,11,5.5217094,33,0,0,25,92
326.84698,1,12,18,5.7894921,36,0,6,32,93
200.07841,0,9,23,5.2987094,38,0,6,18,69
440.1077,1,17,11,6.0870194,34,18,17,41,113
188.48734,1,12,20,5.2390308,38,7,8,37,92
240.01683,1,12,10,5.4807091,28,12,9,44,127
480.99304,1,12,19,6.1758528,37,0,6,44,109
384.7944,1,12,16,5.9527092,34,8,10,42,97
346.0936,1,11,13,5.8467093,30,10,0,30,66
577.00616,1,16,13,6.3578529,35,14,16,46,109
582.01685,1,16,12,6.3664994,34,14,4,43,109
292.86432,1,12,18,5.6797094,36,0,0,36,104
346.0936,1,13,15,5.8467093,34,8,8,44,85
279.97754,1,12,13,5.6347094,31,4,8,26,81
389.82941,1,9,22,5.9657092,37,4,5,12,87
519.93787,1,13,14,6.2537093,33,12,12,40,78
359.85791,1,14,11,5.8857093,31,12,12,37,54
331.52707,1,12,18,5.8037095,36,8,8,33,98
400.0979,1,12,18,5.9917092,36,0,12,34,98
330.86459,1,16,8,5.8017092,30,12,16,29,105
220.08627,1,13,12,5.3940196,31,0,12,25,87
462.06671,1,13,9,6.1357093,28,12,12,25,117
522.25867,1,15,8,6.258163,29,12,12,30,85
279.97754,1,13,11,5.6347094,30,0,8,35,82
769.30853,1,18,8,6.6454921,32,0,12,39,114
159.97652,0,12,14,5.075027,32,12,11,21,65
962.01587,1,18,10,6.869031,34,12,12,48,105
533.88171,1,14,12,6.2801743,32,7,7,20,92
923.36743,1,13,10,6.8280272,29,12,12,23,107
615.66901,1,17,14,6.4227095,37,16,12,41,111
203.30537,0,12,13,5.3147092,31,0,0,38,73
541.6983,1,17,12,6.2947092,35,16,16,49,119
399.88541,1,12,20,5.991178,38,12,12,40,97
384.7944,1,12,15,5.9527092,33,10,10,34,110
550.05566,1,12,20,6.3100195,38,12,12,32,96
396.11694,0,12,16,5.9817095,34,8,8,23,67
362.02356,1,12,19,5.8917093,37,12,12,31,102
509.36398,1,12,20,6.2331629,38,2,0,22,64
623.72491,1,12,16,6.4357095,34,8,8,32,103
524.63831,1,10,16,6.2627091,32,8,12,39,118
369.33691,0,14,15,5.9117093,35,0,7,36,118
351.67572,1,18,7,5.8627095,31,13,13,41,118
200.07765,1,13,19,5.2987056,38,10,12,37,75
524.71362,1,14,12,6.2628527,32,10,12,45,112
220.01796,1,12,12,5.3937092,30,10,12,20,95
476.13885,1,17,11,6.1657095,34,14,12,38,119
280.06754,1,14,17,5.6350307,37,12,12,35,94
479.96317,1,14,10,6.1737094,30,7,6,27,103
438.4136,1,16,11,6.0831628,33,17,14,36,90
548.23792,1,18,12,6.3067093,36,12,16,50,128
197.97945,0,13,19,5.2881632,38,8,12,44,110
508.11566,1,12,12,6.2307091,30,12,12,40,84
732.68018,1,12,18,6.5967093,36,12,8,38,97
363.47464,1,12,15,5.8957095,33,7,12,34,102
698.34229,1,18,9,6.5487094,33,12,12,41,131
207.82773,1,16,8,5.3367095,30,12,12,23,126
323.34161,1,16,7,5.7787094,29,12,12,32,107
961.49768,1,16,14,6.8684921,36,0,12,45,108
346.14328,0,15,17,5.8468528,38,8,8,49,92
744.60687,1,16,14,6.6128564,36,12,12,40,108
365.58255,1,16,12,5.9014921,34,8,12,46,115
346.43985,1,14,15,5.8477092,35,12,12,44,111
576.92334,1,12,18,6.3577094,36,12,12,47,115
200.07841,1,14,12,5.2987094,32,6,11,31,101
692.18457,1,18,13,6.5398526,37,13,12,48,114
290.37207,1,18,6,5.6711631,30,12,12,40,116
352.37973,1,12,18,5.8647094,36,0,12,41,90
461.50476,1,12,10,6.1344924,28,17,14,33,125
484.78677,1,12,10,6.1837091,28,10,12,26,98
615.48846,1,15,8,6.4224162,29,0,10,42,111
884.50739,1,16,10,6.7850308,32,0,12,38,109
961.19238,1,16,15,6.8681746,37,12,12,36,124
400.0979,1,13,14,5.9917092,33,14,8,35,121
353.90585,1,12,12,5.869031,30,0,10,37,103
679.73938,1,12,11,6.5217094,29,12,12,19,96
679.73938,1,12,15,6.5217094,33,8,12,40,100
491.77975,1,14,12,6.1980309,32,12,0,30,104
442.61887,1,12,20,6.0927091,38,12,11,38,112
250.06213,1,11,14,5.5217094,31,12,12,24,73
359.90958,1,13,10,5.8858528,29,11,11,39,101
341.96527,1,12,18,5.8347092,36,12,12,44,99
500.0506,1,12,14,6.2147093,32,12,12,23,95
452.01233,1,18,14,6.1137094,38,15,18,40,109
359.85791,1,12,10,5.8857093,28,13,13,35,110
961.8443,1,17,15,6.8688526,38,0,4,49,98
384.7944,1,15,16,5.9527092,37,16,12,46,112
899.6723,0,11,21,6.8020306,38,0,0,37,64
865.37512,1,12,12,6.7631631,30,8,11,28,90
423.0509,1,14,16,6.0474925,36,10,12,46,102
359.85791,1,16,8,5.8857093,30,12,12,39,119
388.00549,1,12,13,5.9610195,31,10,8,34,96
769.30853,1,18,14,6.6454921,38,12,12,40,118
567.07538,1,12,19,6.3404922,37,8,9,39,79
300.27826,1,12,20,5.7047095,38,8,10,42,96
548.31659,1,11,11,6.3068528,28,11,12,27,80
480.59778,1,13,14,6.1750307,33,0,12,36,137
461.60492,1,15,13,6.1347094,34,9,12,42,116
430.10513,1,12,17,6.0640297,35,8,12,31,69
500.0506,1,12,15,6.2147093,33,2,6,36,78
557.3631,1,12,20,6.3232169,38,8,8,41,99
326.90402,1,12,13,5.7896667,31,12,16,33,92
299.93494,1,16,7,5.7035656,29,12,16,23,113
452.07721,1,13,14,6.113853,33,0,12,29,98
392.4826,1,15,8,5.9724922,29,18,12,30,115
479.96317,1,9,19,6.1737094,34,8,0,26,96
504.57129,1,17,12,6.2237091,35,8,6,41,117
379.82446,1,12,17,5.9397092,35,2,8,38,96
57.734383,1,12,11,4.0558529,29,11,10,46,108
269.26859,1,17,8,5.5957093,31,12,16,34,92
487.59845,1,15,16,6.1894922,37,16,16,38,95
423.1427,1,14,14,6.0477095,34,9,15,40,94
320.12424,1,12,20,5.7687092,38,8,7,38,115
147.77774,1,18,7,4.9957094,31,0,0,36,117
769.47583,1,16,14,6.6457095,36,0,12,42,105
341.96527,1,12,18,5.8347092,36,6,7,36,109
345.74771,1,12,13,5.8457093,31,12,12,38,87
480.59229,1,16,14,6.1750193,36,13,13,34,110
409.81647,1,16,8,6.0157094,30,12,10,30,110
297.42975,1,12,13,5.695178,31,0,17,32,109
269.26859,1,12,17,5.5957093,35,12,12,21,85
320.12424,1,14,17,5.7687092,37,12,10,42,105
461.74802,1,16,11,6.1350193,33,12,10,39,122
353.79196,1,17,12,5.8687091,35,9,14,40,108
320.12424,1,16,9,5.7687092,31,8,12,38,122
479.96317,1,17,9,6.1737094,32,8,8,32,79
265.52512,1,12,11,5.5817094,29,12,12,30,105
499.94211,1,12,19,6.2144923,37,0,0,47,90
365.41367,1,16,12,5.9010301,34,0,0,38,111
400.0979,1,12,19,5.9917092,37,12,8,42,110
349.92169,1,12,11,5.8577094,29,14,14,32,92
480.92401,1,16,11,6.1757092,33,12,12,32,131
266.58926,1,12,11,5.5857091,29,12,12,32,104
369.33691,1,16,15,5.9117093,37,7,12,39,110
315.04309,1,12,10,5.7527094,28,3,10,20,99
379.82446,1,10,22,5.9397092,38,6,0,31,86
576.92334,1,12,19,6.3577094,37,0,0,42,105
346.43985,0,12,12,5.8477092,30,0,6,26,85
250.06213,1,9,19,5.5217094,34,0,4,34,72
271.9747,1,12,14,5.6057091,32,7,6,35,86
277.19165,1,12,17,5.6247091,35,8,12,38,68
314.92953,0,12,20,5.7523489,38,0,6,22,95
923.07379,1,17,15,6.8277092,38,13,12,42,116
538.341,1,14,12,6.2884922,32,6,10,45,96
265.97864,0,12,14,5.583416,32,8,2,36,85
288.50403,1,12,11,5.6647091,29,4,12,32,100
599.86786,1,13,13,6.3967094,32,8,12,38,101
525.23859,0,15,10,6.2638526,31,9,16,31,97
384.53342,0,14,9,5.9520307,29,0,0,30,100
147.13109,0,12,13,4.9913239,31,0,0,39,96
383.20325,1,16,8,5.9485655,30,12,12,39,117
214.46855,1,12,14,5.3681631,32,13,16,38,93
320.00885,1,12,10,5.7683487,28,12,9,37,116
408.87759,1,12,18,6.0134158,36,9,12,42,106
450.6582,1,12,18,6.1107092,36,12,14,45,98
374.9725,1,15,16,5.9268527,37,9,12,36,103
341.96527,1,14,13,5.8347092,33,12,0,41,118
209.91638,1,13,12,5.3467093,31,12,10,22,100
596.34167,1,12,11,6.3908138,29,12,10,39,96
221.34204,0,12,12,5.3997092,30,9,8,22,67
344.13367,1,12,11,5.8410301,29,10,10,27,96
692.18457,1,13,12,6.5398526,31,14,13,42,104
127.48863,1,17,13,4.8480272,36,12,14,34,106
275.28696,0,11,16,5.6178141,33,10,2,34,62
118.45885,0,12,13,4.7745657,31,4,3,31,73
238.34259,0,12,15,5.4737091,33,8,2,26,62
160.88815,0,12,10,5.0807095,28,10,0,28,76
167.11949,0,12,13,5.1187091,31,10,9,26,76
453.3703,1,16,14,6.1167092,36,0,12,44,106
272.51929,1,12,17,5.6077094,35,10,9,24,94
379.82446,1,11,18,5.9397092,35,6,10,29,81
240.01683,1,10,20,5.4807091,36,6,5,15,87
264.46509,1,13,10,5.5777092,29,5,0,25,96
370.07629,1,12,12,5.9137092,30,0,6,27,75
220.01796,1,12,13,5.3937092,31,5,5,34,95
242.42911,1,11,13,5.4907093,30,7,3,19,86
169.98485,1,10,14,5.1357093,30,7,3,17,86
170.00925,1,14,11,5.1358528,31,18,8,41,104
346.14328,1,12,16,5.8468528,34,5,7,21,95
229.91492,1,12,11,5.4377093,29,12,8,37,116
228.31114,1,9,18,5.4307094,33,6,8,20,66
326.91791,1,16,10,5.7897091,32,5,0,38,101
394.93027,1,12,11,5.9787092,29,12,12,23,96
339.05518,1,12,17,5.8261628,35,0,9,41,104
615.33966,1,16,13,6.4221745,35,10,14,34,105
323.34161,1,12,11,5.7787094,29,7,8,34,106
403.77289,1,17,7,6.0008526,30,15,15,34,101
315.35825,1,12,18,5.7537093,36,12,12,42,96
339.91962,1,12,15,5.8287091,33,9,12,34,105
341.86499,1,12,20,5.8344159,38,2,3,40,106
638.09827,1,12,18,6.4584923,36,8,8,44,102
103.92912,0,12,19,4.6437092,37,0,0,35,75
298.1188,0,14,8,5.6974921,28,5,5,27,99
309.25397,1,13,19,5.7341628,38,11,12,46,90
449.82391,1,12,10,6.1088562,28,12,12,30,104
249.96605,1,13,11,5.5213251,30,0,0,37,115
403.71515,1,16,10,6.0007095,32,10,12,37,118
576.92334,1,12,18,6.3577094,36,12,9,40,108
260.52774,0,11,12,5.5627093,29,11,10,30,76
299.978,0,12,14,5.7037091,32,0,3,28,50
301.48169,0,12,15,5.7087092,33,0,10,23,55
279.97754,0,12,20,5.6347094,38,0,0,23,73
201.2825,0,11,13,5.3047094,30,9,9,14,84
374.9187,1,12,14,5.9267092,32,9,12,37,104
249.56244,1,10,20,5.5197091,36,6,10,40,92
299.978,0,12,14,5.7037091,32,6,10,27,83
359.85791,0,14,10,5.8857093,30,6,10,36,98
216.09314,0,10,13,5.3757095,29,7,10,25,70
224.56786,1,13,11,5.4141779,30,10,4,26,87
199.90715,1,15,7,5.297853,28,0,12,38,96
359.85791,1,10,22,5.8857093,38,10,12,34,80
205.14345,1,16,11,5.3237095,33,10,12,40,104
357.70523,1,18,11,5.8797092,35,8,9,35,104
769.06427,1,18,8,6.6451745,32,18,12,24,96
193.97112,1,12,12,5.2677093,30,18,12,24,89
178.78123,1,12,11,5.1861629,29,13,10,39,113
346.01852,1,12,15,5.8464923,33,7,7,29,105
247.0793,1,14,11,5.5097094,31,4,7,39,84
499.21198,1,12,17,6.2130308,35,3,7,36,108
300.27826,1,12,16,5.7047095,34,3,8,32,104
189.96747,1,12,12,5.2468529,30,7,7,28,106
72.015663,0,12,19,4.2768836,37,0,3,45,83
346.35742,1,10,22,5.8474712,38,7,12,34,70
692.43677,1,16,12,6.5402169,34,12,11,39,104
427.82281,1,12,12,6.0587091,30,12,14,42,91
865.37512,1,18,10,6.7631631,34,18,14,42,112
260.00723,1,10,14,5.5607095,30,9,12,27,97
314.97473,1,12,14,5.7524924,32,10,10,40,99
197.69182,0,12,16,5.2867093,34,0,0,30,74
427.10535,1,12,13,6.0570307,31,0,0,40,100
207.82773,1,10,15,5.3367095,31,0,6,28,86
356.27737,1,12,14,5.8757095,32,9,12,36,90
285.1037,1,12,12,5.652853,30,0,12,43,101
577.50049,1,15,8,6.3587093,29,9,11,33,109
230.67989,0,12,13,5.441031,31,0,0,26,98
220.08627,1,12,20,5.3940196,38,7,12,40,107
589.16681,1,16,14,6.3787093,36,14,12,48,110
321.08615,1,13,9,5.7717094,28,12,10,35,120
480.99304,1,16,8,6.1758528,30,12,12,34,97
440.1077,1,12,11,6.0870194,29,0,11,37,103
240.01683,1,16,8,5.4807091,30,12,12,36,114
179.95547,1,11,13,5.1927094,30,8,8,31,95
377.35056,0,12,12,5.9331746,30,6,10,32,93
295.05869,0,12,16,5.6871743,34,0,8,38,67
624.97357,1,17,9,6.4377093,32,13,12,28,97
249.96605,1,14,8,5.5213251,28,16,13,34,97
384.02563,1,13,13,5.9507093,32,0,10,25,83
254.80347,1,16,10,5.5404925,32,12,12,46,104
192.23325,1,12,14,5.2587094,32,8,12,27,82
576.92334,1,16,13,6.3577094,35,8,8,45,113
290.17731,1,12,17,5.6704922,35,8,7,39,93
315.04309,0,11,15,5.7527094,32,0,9,23,100
270.29102,1,12,15,5.5994992,33,0,12,38,101
214.75386,1,12,13,5.3694925,31,7,7,33,100
398.28766,0,16,12,5.9871745,34,16,16,30,82
207.82773,0,16,8,5.3367095,30,0,11,28,79
480.92401,1,13,12,6.1757092,31,6,8,32,102
241.89227,0,12,10,5.4884925,28,0,7,22,77
384.14468,1,12,10,5.9510193,28,11,0,25,109
400.0979,1,12,17,5.9917092,35,0,0,32,107
